Doctor_ID,Doctor_Name,Hospital,Region
DR-294607,Cassandra Morales,Skinner Inc,us-central
DR-672105,Sarah Williams,"Owens, Sparks and Rose",us-central
DR-691947,David Cardenas,"Martin, Morrow and Taylor",us-west
DR-631617,Patricia Moore MD,West and Sons,us-west
DR-195752,Angela Snyder,Morse-Jenkins,us-central
DR-539827,Mary Martin,Smith Group,us-west
DR-813600,Emily Brown,"Patrick, Bennett and Bailey",us-central
DR-254699,Alexandra Marks,"Osborne, Bradley and Wilson",us-west
DR-842100,James Todd,"Harris, Erickson and Buchanan",us-central
DR-815828,Carol Erickson,Hill Inc,us-central
DR-818308,Morgan Barnes,Owens LLC,us-west
DR-880197,Anna Greer,"Jones, Kirby and Glass",us-west
DR-380065,Sarah Richard,Johnson-Leonard,us-central
DR-324750,Deborah Gamble,Davis-Mahoney,us-west
DR-860650,Virginia Perez,Snyder-Gutierrez,us-west
DR-628609,George Wilson,Fleming PLC,us-west
DR-509377,Lisa Smith,Gonzalez-Flores,us-west
DR-880732,Dale Adams,"Knight, Mclaughlin and Hodges",us-central
DR-609777,Wayne Lowery,"Rivera, Lee and Peck",us-central
DR-581802,Wesley Smith,Allen PLC,us-west
DR-904946,William Kim,"Hill, Ramirez and Cabrera",us-west
DR-535400,Roberta Evans,Whitney Inc,us-central
DR-735741,Justin Jenkins DDS,Garcia-Edwards,us-west
DR-965670,Alicia Rodriguez,"Martin, Tucker and Eaton",us-west
DR-417211,Morgan Salazar,Hughes Inc,us-west
DR-960529,Megan Hodges,Washington PLC,us-west
DR-975894,Aaron Reynolds,Cruz-Young,us-central
DR-368909,Jennifer Robinson,"Anderson, Thompson and Buckley",us-central
DR-603656,Miss Barbara Sosa,Brown-Medina,us-central
DR-714351,Dr. Courtney Carpenter,Hicks LLC,us-west
DR-537910,Mary Barton,Pennington Ltd,us-central
DR-246862,Richard Wright,"Nichols, Hernandez and Fisher",us-central
DR-417762,Amy Gentry,Scott Inc,us-west
DR-800389,Kenneth Lee,Nelson PLC,us-west
DR-921657,Dana Singh,Frederick PLC,us-central
DR-398442,Elizabeth Blanchard,Parker-Mcfarland,us-central
DR-249788,Emily Nelson,Hensley LLC,us-west
DR-270962,Michael Mcdonald,"Tran, Gillespie and Anderson",us-west
DR-355505,Eric Holmes,Morales and Sons,us-west
DR-473470,Jacob Martin,Williams and Sons,us-west
DR-799747,Amy Nguyen,Nielsen-Henry,us-central
DR-620624,Emily Myers,Friedman Ltd,us-west
DR-659927,Melissa Ramos,"Tanner, Harrington and Perez",us-central
DR-218052,Diana Mendoza,"Smith, Horton and Moore",us-central
DR-306293,Jennifer Richards,Nicholson Inc,us-central
DR-233154,Kelly Chavez,Moore PLC,us-central
DR-287356,Richard Stevens,"Duran, Robinson and Schmidt",us-central
DR-510418,Debra Duarte,"Murphy, Smith and Smith",us-central
DR-319134,Amanda Beck,Cohen Inc,us-central
DR-751511,Cindy Lawson,"Orozco, Cook and Keller",us-west
DR-516652,Matthew Novak,Freeman Inc,us-west
DR-862622,Brian Murphy,Barnett and Sons,us-west
DR-340428,David Fischer,Phillips LLC,us-west
DR-992745,Taylor Hernandez,Arnold Inc,us-central
DR-871430,Victoria Tucker,"Hines, Gates and Rivera",us-west
DR-508953,Nicholas Manning,Alvarez PLC,us-central
DR-181662,Abigail Munoz,Garza and Sons,us-west
DR-600013,Timothy Thomas,Jacobson-Estes,us-central
DR-234684,Nicholas Davies,"Johnson, Sanchez and Davis",us-west
DR-523202,Edward Snyder,Mathis Group,us-central
DR-886053,Thomas Martin,Harris Inc,us-west
DR-107531,Penny Curtis,Anderson-Forbes,us-central
DR-598584,Lisa Jackson,"Scott, Young and Brooks",us-west
DR-668289,Michael Bright,"Rose, Greer and Fox",us-central
DR-502248,Michael Carter,Simpson-Smith,us-west
DR-965651,Heidi Brown,Anderson Inc,us-central
DR-306289,Belinda Lawrence,Williams-Beard,us-west
DR-290371,David Stephens,Allen-Martinez,us-central
DR-122864,Terrance Beasley,Ellis-Green,us-central
DR-854265,Amanda Rogers,"Nelson, Benjamin and Frederick",us-west
DR-410807,Andrew White,Lewis-Bennett,us-west
DR-806118,Jennifer Rogers,Weaver-Conner,us-central
DR-940494,Stephanie Coleman,White-Weaver,us-central
DR-525889,Michael Morrison,Rodriguez PLC,us-central
DR-375277,Kimberly Parks,"Martin, Chan and Henry",us-central
DR-705250,Patrick Hayes,Hughes-Benitez,us-west
DR-286884,Michael Miller,Rogers-Spencer,us-central
DR-371042,Monica Smith,Smith PLC,us-central
DR-661284,Austin Miller,Gonzalez LLC,us-central
DR-806443,Dr. Victoria Garcia DVM,Wilson-Wright,us-west
DR-635837,Alan Mcdaniel,Rice Ltd,us-west
DR-702701,Daniel Davidson,Huff Inc,us-west
DR-197986,Deborah Thornton,"Ramos, Jacobs and Long",us-central
DR-627288,Bailey Garcia,"Watts, Rivera and Perez",us-central
DR-780057,Michael Butler,Rivera Ltd,us-central
DR-550443,Eric Kline,Mathews-Conner,us-west
DR-112550,Mark Smith,Simmons Group,us-central
DR-851544,Laura Kane,"Fernandez, Garcia and Johnson",us-central
DR-950535,Erik Raymond,Thomas Ltd,us-central
DR-845133,Travis Goodman,"Martinez, Bell and King",us-west
DR-460684,Dana Terry,"Pineda, Owen and Hall",us-central
DR-884571,Steve Knapp,Hall-Taylor,us-central
DR-474782,Christopher Mendoza,"Werner, Evans and Adkins",us-west
DR-328618,Kyle Parrish,Blackwell-Clark,us-central
DR-160332,Dr. Nancy Hall MD,"Carter, Gonzalez and Whitaker",us-west
DR-645621,Ashley Romero,"Munoz, Larson and Burton",us-west
DR-809767,Melissa Brown,Snyder PLC,us-central
DR-343672,Jasmine Martin,Castro LLC,us-west
DR-951977,Phillip Aguilar,"Espinoza, Franco and Wolf",us-central
DR-954771,Debra Brown,"Vang, Mclaughlin and Ponce",us-west
DR-140836,Aaron Ray,Prince-Miranda,us-west
DR-631323,Jeremy Cline,Alexander-Davies,us-west
DR-856993,Eduardo Pacheco,Nolan and Sons,us-west
DR-349123,Kenneth Jenkins,Anderson-Anderson,us-central
DR-651756,Mr. Andrew Mason,"Campbell, Juarez and Pierce",us-central
DR-107465,Melissa Davidson,Pacheco and Sons,us-central
DR-533920,Anthony Parker,Grant LLC,us-west
DR-615199,Michelle Spencer,"Boyle, Mckenzie and Levy",us-central
DR-506788,Nancy Norris,"French, Turner and Hill",us-central
DR-915531,Jesse Howell,Vaughn Ltd,us-west
DR-140451,Melissa Ellison,Walker Inc,us-central
DR-390716,Peter Morse,Byrd-Thompson,us-central
DR-933810,Shannon Miller,Kelley and Sons,us-west
DR-761395,Mr. Zachary Davis,"Franklin, Reyes and Knox",us-central
DR-803703,Tracy Bean,Carr Group,us-central
DR-554432,Mrs. Tiffany Jacobs PhD,Mendoza PLC,us-west
DR-719624,Lisa Chandler,"Williams, Greene and Houston",us-central
DR-339580,Nathaniel Willis,May-Torres,us-central
DR-513871,Rhonda Martin,Murphy-Fernandez,us-central
DR-406491,Brittney Stevens,"Leon, Mills and Williams",us-central
DR-562507,Lori Sims,Washington and Sons,us-west
DR-411075,Laura Edwards,"Watson, White and Parker",us-west
DR-527367,Heather Miller,"Carr, Jones and Taylor",us-central
DR-374054,Douglas Watkins MD,"Jones, Lee and Lopez",us-west
DR-360332,Regina Hill,Howe Ltd,us-central
DR-470449,Mary Gomez,Johnson PLC,us-west
DR-536107,Blake Parker,Henderson LLC,us-west
DR-680252,Tamara Mack,"Vasquez, Gomez and Guzman",us-central
DR-358524,Erin Mcgrath,Johnson Ltd,us-central
DR-650419,Olivia Jennings,"Flores, Rodriguez and Lin",us-central
DR-137093,Michael Lane,Hunter LLC,us-central
DR-775637,Diana Lewis,"Brown, Gilbert and Jenkins",us-central
DR-662403,Raymond Warner PhD,Thompson-Richard,us-west
DR-606159,Greg Morris,"Frazier, Diaz and Smith",us-central
DR-846907,Jasmine Smith,"Bell, Sampson and Olson",us-west
DR-477456,Sherry Yu,Hernandez-Marks,us-central
DR-272817,Tyler Jackson,May-Brandt,us-west
DR-183477,Zachary Medina,"Diaz, Mills and Daniels",us-central
DR-509083,Terri Wells,Miller-Bullock,us-central
DR-920616,Robert Duran,Randall Group,us-west
DR-583750,Jennifer Anderson,Clark-Ford,us-west
DR-170699,Tyler Rose,Holder Inc,us-central
DR-588191,Stacey Jones,Anderson LLC,us-central
DR-507827,Dawn Mann,Carter Ltd,us-central
DR-971241,Jon Perez,Jensen-Brown,us-central
DR-195678,Sara Walsh,"Davis, Black and Lee",us-central
DR-759716,Isaac Wells,Baxter and Sons,us-west
DR-657108,Kevin Johnson,Santos-Smith,us-central
DR-362112,Melinda Price,York Inc,us-central
DR-209760,Zachary Wolf,Lara Inc,us-central
DR-732852,Michael Johnson,"Wood, Patton and Collins",us-central
DR-696574,Brian Aguirre,Keller-Santos,us-central
DR-232110,Tiffany Dorsey,"Campbell, Castro and Payne",us-west
DR-591519,David Thomas,Avery-Cabrera,us-west
DR-586927,Jose Coleman,Brown-Jenkins,us-central
DR-269532,Joshua Hall,"Vincent, Harris and Bradford",us-west
DR-204545,Jennifer Johnson,"Wiggins, Adams and Frank",us-west
DR-341017,Anthony Lopez,Blanchard-Johnson,us-west
DR-616800,Terri Brady,"White, Rivera and Rose",us-central
DR-898383,Micheal Rush,Tran-Landry,us-west
DR-750322,Adam Moore,"Blake, Cochran and Cox",us-central
DR-783310,Joseph Wood,"Maddox, Lynch and Petty",us-west
DR-143440,Donna Ford,Anderson Group,us-west
DR-101001,Tonya Hernandez,Vazquez LLC,us-west
DR-362417,Adriana Benson,"Williams, Johnston and Newton",us-west
DR-646504,Jack Martin,"Johnson, Palmer and Fitzgerald",us-central
DR-396465,Brittany Houston,Hopkins PLC,us-central
DR-430993,Kristen Davenport,Wilson-Armstrong,us-central
DR-484435,Carolyn Garza,Khan LLC,us-west
DR-841140,Todd Martin,"Mccoy, Jones and Jones",us-west
DR-364705,Sherri Oliver,Gibbs Ltd,us-central
DR-919381,Sharon Evans,Smith LLC,us-west
DR-265564,Amy Carter,Davis PLC,us-central
DR-432448,Clayton Donovan,Fritz-Smith,us-central
DR-501707,John Taylor,"Smith, Vasquez and Black",us-central
DR-869642,Alexis Miles,Crawford-Gonzalez,us-west
DR-312137,Steven Moss,Hester-Fischer,us-west
DR-795049,Ashley Allen,Flores and Sons,us-central
DR-125228,Kenneth Cunningham,"Hansen, Duncan and Reed",us-west
DR-521176,Catherine Ward,"Johnson, Thomas and Mcgee",us-west
DR-716922,Christopher Ramirez,"Jackson, Hunter and Taylor",us-west
DR-929641,Brian Barrett,"Kelly, Mcdonald and Webb",us-central
DR-218152,Christina Jimenez,Cox PLC,us-central
DR-320401,Richard Rivera,"Preston, Martin and Walker",us-central
DR-308963,Jonathan Thompson,Higgins Ltd,us-west
DR-215870,Mary Nicholson,Johnson and Sons,us-west
DR-932833,Sandra Smith,Smith PLC,us-west
DR-892136,Robert Mitchell,"Foster, Weber and Steele",us-west
DR-742858,Peter Patterson,Wright-Byrd,us-west
DR-247313,Joshua Bailey,Hicks-Harding,us-central
DR-117478,Charles Sanchez,Dixon-Clark,us-west
DR-789464,Helen Cook,Yang PLC,us-central
DR-221033,Douglas James,"Hunt, Phillips and Walker",us-central
DR-348129,Ronald Smith,Wheeler Ltd,us-central
DR-874176,Jonathan Campos,Rodriguez LLC,us-west
DR-883807,Jessica Edwards,Simpson PLC,us-west
DR-110966,Nina Martinez,Williams Ltd,us-central
DR-137214,Shannon Lawson,Todd Inc,us-west
DR-978945,Nicole York,Patterson-Lopez,us-west
DR-126824,Claudia Pearson,Paul-Nguyen,us-west
DR-835289,Larry Riggs,Rubio-Foster,us-central
DR-373881,Jose Bailey,"Mullen, Garcia and Gray",us-central
DR-902098,Rebecca Andrews,Pierce-Guzman,us-central
DR-123485,Brenda Thompson,Acevedo-Anderson,us-west
DR-233323,Paul Green,"Frazier, Johnston and Smith",us-central
DR-816850,Kenneth Smith,Rogers-Dickerson,us-west
DR-792829,Ronald Collins,White Ltd,us-west
DR-985857,Christopher Little,Peck-Cooper,us-west
DR-567064,Kenneth Scott,Smith-Knox,us-west
DR-624750,Mrs. Diana Salas,"Hunt, Martinez and Nichols",us-central
DR-493551,Samuel Burns,"Gonzalez, Flynn and Butler",us-west
DR-513772,Julia Coleman,Brown-Hunt,us-west
DR-131061,Brian Mcdaniel,Burton-Phelps,us-west
DR-407962,Mark Waters,Bowman Inc,us-west
DR-695938,Connor Harper,Smith-Morse,us-west
DR-880023,Pamela Davis,Luna-Fox,us-central
DR-868185,Patricia Stone,"Michael, Henderson and Durham",us-central
DR-948412,Teresa Jackson,Johnson-Murphy,us-central
DR-444633,Kenneth Stewart,"Nelson, Hunt and Holmes",us-central
DR-490891,Cassandra Carter,"Hunt, Gross and Montgomery",us-west
DR-946154,Caleb Mcdonald,Smith-Rivera,us-central
DR-814449,Madison Hall,"Hunt, Young and Bradley",us-west
DR-415884,Ryan Hall,"Wood, Vega and Shah",us-central
DR-483725,Patricia Robinson,Maxwell-Lane,us-central
DR-488028,Amanda Ford,"Donaldson, Payne and Pope",us-central
DR-314278,Anthony Smith,Curtis Group,us-west
DR-440117,Sean Carey,Martin and Sons,us-west
DR-563350,Joshua Moody,"Hatfield, Hunter and Jackson",us-west
DR-759860,David Sanchez,"Smith, Barnes and Thompson",us-west
DR-864093,Alejandra Valdez,"Thompson, Simmons and Riley",us-central
DR-597809,Olivia Hernandez,Mcdonald Ltd,us-west
DR-388026,Desiree Roberts,Kirk-Johnson,us-west
DR-280061,Betty Richardson,French-Porter,us-west
DR-183206,Cathy Walker,Pierce LLC,us-west
DR-109195,Christine Copeland,Thompson-Galvan,us-west
DR-848895,Roy Parsons,"Le, Murphy and Mcdonald",us-west
DR-529967,Jorge Baker,Ayala-Yates,us-central
DR-806542,Eric Hanna PhD,"Wilson, Rodriguez and Perez",us-central
DR-953732,Jeff Garrison,Clark-Wilson,us-central
DR-145234,Rachel Terry,Bell-Le,us-central
DR-529121,Julie Jones,Avila-Ferguson,us-central
DR-135358,Kimberly Peterson,Stewart PLC,us-west
DR-855933,Omar Banks,Carter and Sons,us-west
DR-621093,Mark Brock,Mcdonald PLC,us-west
DR-253759,Ashley Carlson,Kim PLC,us-west
DR-290250,Noah Townsend,Heath-Mcdonald,us-central
DR-335200,Ellen Hawkins,Barnett-Holmes,us-west
DR-238886,Mr. Mark Lopez PhD,"Swanson, Lyons and French",us-west
DR-784978,Jennifer Schmidt,Carter PLC,us-west
DR-591698,Victor Escobar,"Davis, Acevedo and Flores",us-central
DR-512197,Brenda Singh,"Robbins, Mendoza and Collins",us-central
DR-814008,Christopher Ryan,Wilson LLC,us-central
DR-718801,Lisa Miller,"Campbell, Walker and Palmer",us-west
DR-559347,Julie May,Yoder and Sons,us-west
DR-261535,Richard Padilla,Miller-Woodward,us-central
DR-771495,Michelle Johnson,Johnson-Williams,us-west
DR-631791,Joseph Larsen,"Crane, Parker and Mclean",us-central
DR-383927,Austin Rodriguez,Bell LLC,us-west
DR-125205,Jeffrey Diaz,"Burton, Silva and Nunez",us-west
DR-524887,John Mason,"Bailey, Murray and Anderson",us-central
DR-575340,Sean James,Wright-Johnson,us-central
DR-460845,Mrs. Elizabeth Cox,Galvan-Ray,us-central
DR-799685,Paul Moore,"Lewis, Hall and Clark",us-central
DR-393441,Kenneth Bishop,Shaffer-Anderson,us-central
DR-440707,Natasha Goodman,Burns and Sons,us-central
DR-222715,John Lynch,"Shelton, Hernandez and Nash",us-central
DR-715422,Sandra Cox,Hoffman and Sons,us-central
DR-688174,Christina Dyer,"Yoder, Jacobson and Jones",us-west
DR-165447,Matthew Jones,Hughes Ltd,us-central
DR-552219,Larry Mendoza,Peck Group,us-west
DR-846270,Erin Martinez,Price-Swanson,us-west
DR-436447,Tanya Key,Campbell-Edwards,us-central
DR-579052,Brandon Allen,"Miller, Blake and Anderson",us-west
DR-953961,Mark Clark,"Burke, Lyons and Krause",us-west
DR-910804,John Lee,Roberson-Bishop,us-central
DR-213430,Cynthia Burns,"Oliver, Castillo and Taylor",us-west
DR-993327,Lynn Farmer,James Group,us-west
DR-729566,Robert Shaw,Hunter Ltd,us-west
DR-614457,Heather West,"Richardson, Jones and Mcdaniel",us-west
DR-729050,Denise Smith,Mendoza Group,us-central
DR-654251,Sarah Hunter,Bush LLC,us-west
DR-718463,Jacqueline Pena,Bennett LLC,us-central
DR-284049,Dr. Steven Rasmussen,Webb PLC,us-west
DR-319037,Randy Murphy,"Spencer, Harris and Harris",us-west
DR-500735,Cristian Carr,"Smith, Gonzalez and Schmitt",us-west
DR-501990,Jonathan Jacobson,Hall-Rodgers,us-west
DR-830897,Dr. Cassie Hamilton,"Mercer, Park and Todd",us-west
DR-507553,Alyssa Larson,Bennett Inc,us-central
DR-209254,Christopher Mcdonald,Smith-Mitchell,us-central
DR-477251,Brian Woodward,Bush-Aguirre,us-central
DR-184184,Matthew Palmer,Carlson Ltd,us-central
DR-489894,Nicholas Jones,Mcmillan-Allen,us-west
DR-881528,Ruben Johnson,"Gonzalez, Sherman and Kelly",us-west
DR-942699,Roy Elliott,Gonzalez-Armstrong,us-central
DR-166159,Deborah Ferrell,"Jackson, Dominguez and Hudson",us-west
DR-862331,Kyle Brown,"Nunez, Juarez and Simon",us-central
DR-613097,Christine Adams,"Benson, Frey and Morse",us-west
DR-985997,James Lynch DDS,Barrett-Barnett,us-west
DR-192172,Jessica Mccoy,Green-Shaw,us-central
DR-699274,Nicholas Bryant,"Taylor, Strong and Estes",us-west
DR-615091,John Lang,Stephens LLC,us-west
DR-978250,Robin Taylor,"Leonard, Davis and Allen",us-west
DR-285397,Marc Robinson,Jones and Sons,us-west
DR-419193,Jennifer Johnson,Vega Group,us-central
DR-470034,Jennifer Carlson,Williams and Sons,us-west
DR-853219,Gary Burnett,Maxwell Group,us-west
DR-568639,Debra Meza,"Reed, Schwartz and Kim",us-west
DR-703257,Lisa Franklin,Manning-Mitchell,us-central
DR-623246,Reginald Phillips,Davidson-Coleman,us-central
DR-143583,Kelli Kelly,Gibson-Hale,us-west
DR-900001,Anita Johnson,Gay-Lopez,us-west
DR-428236,Ashley Paul,Hansen PLC,us-west
DR-167312,Mary Melton,Reilly LLC,us-central
DR-713266,Tammy Parker,Mendoza Group,us-central
DR-419772,Anita Johnson,"Fisher, Evans and Lopez",us-west
DR-901175,Scott Fernandez,Lane-Long,us-central
DR-155503,Mr. Brandon Simpson IV,Pace-Butler,us-west
DR-234395,Jerry Spencer,Johnson and Sons,us-central
DR-259757,Joe Brady,"Miller, Simmons and White",us-west
DR-304248,Terri Fuller,Mills-Young,us-central
DR-195622,Keith Davis,"Brown, Harrison and Frederick",us-west
DR-817777,Gerald Vasquez,"Salinas, Brown and Myers",us-central
DR-488082,Michelle Hansen,"Martin, Barber and Trujillo",us-central
DR-310122,Jerome Ramirez,Norman Inc,us-central
DR-662304,Courtney Stanley,Hill-Johnson,us-west
DR-840893,Stacey Nelson,Ramos-Chapman,us-west
DR-474959,Rachel Malone,Murphy and Sons,us-central
DR-896631,Thomas Anderson,"Hanna, Carter and Lin",us-central
DR-405882,Yolanda Yates,Bernard-Hughes,us-west
DR-761672,Christopher Monroe,Haney PLC,us-west
DR-344320,Cory Sampson,"Buck, Galvan and Williams",us-west
DR-925639,Patricia Rivers,Stanley-Thomas,us-central
DR-875994,Brandy Johnson,"Aguilar, Reynolds and Schmidt",us-central
DR-570274,Danielle Hill,Smith-Miles,us-central
DR-602805,Dr. Michael Morgan,"Miller, Frazier and Holmes",us-west
DR-404271,David James,Mendez-Allen,us-central
DR-689942,Yvonne Smith,Vega-Solis,us-central
DR-585524,Kristen Dalton,"Martin, Mclaughlin and Jenkins",us-west
DR-486274,Lori Fisher,Fernandez-Mcbride,us-central
DR-497501,Pamela Lewis,Murphy-Short,us-central
DR-342561,Leslie Mcdaniel,Howard Ltd,us-central
DR-309179,Mark Romero Jr.,"Edwards, White and Stewart",us-central
DR-772178,David Simmons,"Turner, Fischer and Schwartz",us-west
DR-772207,Lindsey Brown,"Zavala, Jones and Dalton",us-central
DR-224736,Brenda Lamb,Clark Group,us-west
DR-433215,Oscar Lopez,Norman-Harris,us-west
DR-527357,Preston Hart,Frost Group,us-west
DR-222174,Richard Nichols,"Knight, Anderson and Hall",us-west
DR-287654,Sophia Franklin,Harris-Edwards,us-central
DR-166028,Christina Moran,Cross-Santana,us-west
DR-835239,George Hudson,"Fernandez, Miranda and Green",us-central
DR-601888,Bridget Doyle,Green-Todd,us-west
DR-960357,Christopher Shaw,Gallagher PLC,us-west
DR-741568,Garrett Ball,Wright Group,us-west
DR-816816,Christopher Brown,"Best, Mcclure and Williams",us-central
DR-721841,Amy Maddox,"Foster, Holland and Carroll",us-west
DR-189918,Molly Sanchez,"Dyer, Smith and Shelton",us-central
DR-899919,John Erickson,"Ray, Gilmore and Rodriguez",us-west
DR-828716,Kelly Morris,"Martinez, Collier and Williams",us-west
DR-124134,Scott Bartlett,Bishop and Sons,us-west
DR-143707,Chelsea Williams,Horn-Jones,us-central
DR-149492,William Ross,"Evans, Brown and Myers",us-west
DR-291630,Nicole Santana,Clark-Robbins,us-central
DR-857870,Logan Rivera,Riley PLC,us-west
DR-275583,Brian Sullivan,Smith-Bean,us-west
DR-217492,Derrick Taylor,Larsen-Maxwell,us-west
DR-691665,Sara Wells,"Turner, Allen and Middleton",us-central
DR-133306,Mark Fields DVM,"Martinez, Hoover and Lawson",us-central
DR-793935,Carolyn Cunningham,"Mcclure, Brown and Phillips",us-central
DR-944208,Adam King,Daniels and Sons,us-central
DR-191854,Kevin Allen,Roberts-Williams,us-central
DR-861136,Justin Harrington,Dunn-Bates,us-central
DR-787146,Mrs. Donna Warren,"Salinas, Garcia and Rodriguez",us-central
DR-594117,Scott Flores,"Ford, Vargas and Martin",us-west
DR-536247,Bianca Greer,Morgan-Douglas,us-central
DR-478861,Kathryn Wolfe,"Vega, Logan and May",us-west
DR-543301,Amber Reese,Carter-Bennett,us-central
DR-679583,Steven Browning,Bowen Inc,us-central
DR-762762,Matthew Rowe,"Chandler, Page and Williams",us-west
DR-956412,Amanda Barnes,"Norman, Harper and Williams",us-west
DR-355143,Michelle Moreno,"Green, Hernandez and Brown",us-west
DR-671641,Kristie Ramirez,Butler Group,us-west
DR-969241,Valerie Long,Mcintosh LLC,us-central
DR-393140,Margaret Graham,Marquez-Diaz,us-central
